Name,Age,Investment_Amount,Tenure,Risk_Tolerance,Investment_Type,Return_Amount,Return_Percentage
Randy Walter,43,969276,19,Moderate,FD,7401430310090.08,130.28
Darrell Ortiz,31,135556,11,Low,FD,195673041.01,93.74
James York,49,380026,15,Low,Gold,17799128463.17,104.82
Benjamin Bailey,53,265582,11,Moderate,Gold,5817118657.39,148.08
Jessica Welch,20,42970,5,Moderate,Equity,344195.03,51.61
Megan James,49,401124,20,Moderate,Stocks,5655179056893.17,127.75
Charles Kennedy,65,252312,30,High,Stocks,1.5943424982404566e+21,236.27
Tammy Taylor,40,553652,28,Low,Equity,105841451604363.88,97.59
Christopher Campbell,25,294480,27,High,Stocks,9.612810668682232e+18,216.6
Deanna Edwards,47,479702,29,Moderate,Gold,1.6173567718455456e+16,130.69
Jamie Hogan,63,503491,20,Low,FD,443743335642.45,98.27
Luis Taylor,59,850177,18,Moderate,Gold,7514312597739.46,143.17
Michael Burton,64,913951,3,High,Gold,3631668.41,58.39
Sara Berry,51,37521,7,Moderate,FD,901264.46,57.48
Kenneth Everett,56,108821,24,Moderate,FD,40544406414937.05,127.58
Jill Martin,28,854594,24,Moderate,FD,775522991771467.0,136.18
Madeline Bradshaw,59,222512,23,Low,Equity,325686402654.24,85.38
Cheryl Gordon,60,624350,18,Moderate,Gold,3391065722416.56,136.68
James Carroll,47,883738,6,Low,FD,18074399.95,65.37
William Johnson,43,827379,8,High,Gold,43678378.19,64.18
Susan Carrillo,25,450130,20,High,Gold,1139062853300400.0,195.23
Joshua Johnson,23,309108,3,Moderate,Equity,909025.42,43.27
Christina Wells,36,790858,3,High,FD,3367961.97,62.09
Nicole Ayala,47,101543,26,Moderate,FD,218608874988914.6,128.54
Kirk Pierce,18,497805,16,High,Gold,19089195499739.47,197.84
Phillip Perkins,32,504375,24,High,Equity,2.4164456367335516e+18,237.56
Derek Medina,42,139191,22,Moderate,Equity,8189527851535.04,125.51
Dr. Alexandra Ross MD,60,865608,30,Moderate,Equity,5.239438933970253e+17,147.02
Bill Long,38,990131,20,High,Gold,3.0984336845130012e+16,234.79
Karen Cameron,61,774097,15,Moderate,Equity,502316639058.81,144.05
Jay Clark,29,113947,10,High,Equity,28147988.56,73.49
Mark Zavala,25,235368,5,Low,Stocks,317210.39,6.15
Mark White,60,259194,5,High,Gold,3876929.79,71.78
Angela Hall,53,419976,25,Low,Stocks,5738274605101.32,92.94
Nicole Chung,39,772375,24,High,Equity,5.197005117949381e+17,211.05
David White,28,544593,18,Low,Gold,160564057344.96,101.31
Joseph Garcia,23,958473,27,High,Stocks,4.7907265632377683e+17,171.2
Isaac Johnson,38,325434,1,High,Gold,551740.8,69.54
Tyler Palmer,36,104445,14,High,Stocks,435833016400.94,197.09
Patricia Phillips,33,414830,28,High,Stocks,1.7810646822985622e+17,160.29
Joshua Hicks,38,809623,11,Moderate,Gold,7780836333.8,130.18
Sergio Fischer,60,236266,11,Moderate,Equity,2552287007.5,132.64
Stephanie Atkinson,40,18934,18,High,Gold,33000124347683.58,226.14
Kyle Graham,53,229285,19,High,Gold,2658713001309945.0,238.61
Manuel Hicks,59,520334,22,High,FD,2.4371042145382234e+17,239.22
Christopher Bell,34,381458,12,Moderate,Equity,8540093284.56,130.41
Kevin Mckee,44,135147,2,Low,Gold,186111.24,17.35
Jennifer Jacobs,33,127169,13,Low,Gold,424666160.47,86.66
Tracy Gentry,25,922914,4,Moderate,FD,2126890.17,23.21
Caitlin Rodriguez,23,358755,6,Moderate,FD,6190188.19,60.75
Taylor Mitchell,59,537735,2,Moderate,Stocks,1285082.76,54.59
Lynn Lawrence,28,102564,9,Low,Equity,5968073.23,57.07
Anthony Watson,51,810382,19,Moderate,Equity,3389858899789.68,123.1
Victor Pena,27,538562,1,Moderate,Stocks,870585.47,61.65
Stacy Munoz,60,891084,2,High,FD,2146910.82,55.22
Andrew Parker,57,215833,5,High,Stocks,3830787.44,77.76
Laura Jones,27,551797,10,Low,Equity,19024725.51,42.48
Alexis Rodriguez,53,844670,11,Low,Stocks,1692205008.66,99.6
Ashley Nolan,62,405905,4,Moderate,Gold,2847092.96,62.74
Mario Brown,36,192573,24,Moderate,FD,82518203612898.73,128.91
Timothy Harris,57,587809,2,High,Stocks,1822659.81,76.09
Anthony Hill,20,834908,19,Moderate,Equity,16476233015237.38,142.08
Julie Turner,37,166708,22,High,Equity,1605903599138770.2,184.32
Steven Williams,18,874627,4,Low,Gold,1627217.15,16.79
